customer_id,age,annual_income,total_purchases,first_purchase_date,product_category,product_category_diversity,loyalty_duration,customer_segment
136,68.24901607526309,99102.17920720893,6311.837546805813,2018-05-16,Mobile,1,2379,0
137,33.251200614956446,104736.762223116,10370.740449830091,2018-05-17,Electronics,1,2378,2
138,40.16907725691487,44309.80462157519,2037.514620775013,2018-05-18,Home Appliance,1,2377,0
139,57.202758260545046,89935.00174624645,2981.8941539277,2018-05-19,Mobile,1,2376,0
140,26.53703525349067,92529.31855777247,2342.408157761713,2018-05-20,Electronics,1,2375,1
141,48.41189901906194,67560.9124160002,4269.92613233044,2018-05-21,Electronics,1,2374,0
142,64.60714131423643,109392.6703327905,6954.227201038097,2018-05-22,TV,1,2373,0
143,20.88775148158159,71248.61032418683,2181.3438160829037,2018-05-23,Home Appliance,1,2372,1
144,47.769507877984566,78139.41133678856,4640.600238494453,2018-05-24,Electronics,1,2371,0
145,48.89824191372635,70673.20439290327,6856.712344565323,2018-05-25,Mobile,1,2370,0
146,56.72734307665966,75389.47618953668,3815.4536526226775,2018-05-26,Electronics,1,2369,0
147,26.445739336828773,47593.122827619954,998.7602093494718,2018-05-27,Electronics,1,2368,1
148,25.193150803735854,38998.72793514264,5109.772244811946,2018-05-28,TV,1,2367,0
149,52.829123484253465,114862.6265806243,7877.670141166052,2018-05-29,TV,1,2366,0
150,49.45477009849779,53825.966292041805,2714.246357157447,2018-05-30,Mobile,1,2365,0
151,48.75739275518815,50215.19126359232,1782.4737618016939,2018-05-31,TV,1,2364,0
152,50.19672314245464,21165.24715990713,5391.812598675423,2018-06-01,Electronics,1,2363,0
153,34.79962917632264,59025.95630776245,5458.7472324779055,2018-06-02,Electronics,1,2362,0
154,48.48380545741505,41922.755164812545,3691.2801914553147,2018-06-03,TV,1,2361,0
155,49.39608709948022,116050.37900340922,3353.8747405509635,2018-06-04,Electronics,1,2360,0
156,34.28472872960448,100245.42723356586,4740.833799491012,2018-06-05,Electronics,1,2359,1
157,72.98661766717134,57796.241370556905,2689.9464144814588,2018-06-06,Mobile,1,2358,0
158,52.10749381367681,131310.89513360773,2692.0728147666878,2018-06-07,TV,1,2357,0
159,27.130447541960272,99544.13717478985,6293.506034620472,2018-06-08,Electronics,1,2356,1
160,54.84830412950745,66879.21541228444,2598.9039823355743,2018-06-09,TV,1,2355,0
161,30.379774946590178,12514.857128160671,1843.1739191957442,2018-06-10,Mobile,1,2354,0
162,56.806269056136784,132273.56431476853,3350.657847697556,2018-06-11,TV,1,2353,0
163,62.378933685111065,40260.688330910096,3733.612036328368,2018-06-12,Electronics,1,2352,0
164,32.68976522472434,33865.031326077704,5737.690373345157,2018-06-13,TV,1,2351,0
165,59.45064193866483,100564.260800241,3491.2458962284345,2018-06-14,Electronics,1,2350,0
166,51.191713904047475,135993.81015848182,8463.052167125588,2018-06-15,Electronics,1,2349,2
167,57.33090239991735,109606.82046276296,4853.4119624912755,2018-06-16,Electronics,1,2348,0
168,73.4518947398092,89097.72800130899,3129.324581279453,2018-06-17,Mobile,1,2347,0
169,41.31917825995694,89868.85854163214,5630.118230696545,2018-06-18,TV,1,2346,0
170,33.693957534637654,96335.3889695077,8396.498604226263,2018-06-19,Mobile,1,2345,2
171,31.65728355561715,93973.21474466912,6217.54608632351,2018-06-20,TV,1,2344,1
172,32.762845725518424,82029.7855992344,2114.5046052171897,2018-06-21,Mobile,1,2343,1
173,43.843474358788434,77605.0275987969,3885.3679879706415,2018-06-22,Home Appliance,1,2342,0
174,50.117279622249654,73435.17180251193,5228.296132740809,2018-06-23,Electronics,1,2341,0
175,49.150361989950284,56150.885278333095,6103.871731526895,2018-06-24,Electronics,1,2340,0
176,57.40774873554036,67983.12307833065,4281.998328629402,2018-06-25,Mobile,1,2339,0
177,45.19502837816861,32676.079645115366,4007.6560064875634,2018-06-26,Home Appliance,1,2338,0
178,66.80301115735975,72541.50933013126,9718.220378737944,2018-06-27,Electronics,1,2337,2
179,41.03014750143066,50285.22232122706,6258.108830427423,2018-06-28,TV,1,2336,0
180,85.80253749884429,47410.26706960573,5637.927600190192,2018-06-29,Mobile,1,2335,0
181,54.385010216475095,79497.35377883696,3561.5137218904715,2018-06-30,Electronics,1,2334,0
182,32.14263665375576,109800.05715861497,2670.6789902751802,2018-07-01,Electronics,1,2333,1
183,28.936612529083316,97957.91515005783,5681.940451088998,2018-07-02,Mobile,1,2332,1
184,52.23708622864778,35737.48490942058,6559.712064791186,2018-07-03,Mobile,1,2331,0
185,41.64805822011223,50259.29658574156,4654.588319812939,2018-07-04,TV,1,2330,0
186,55.71000741138138,98519.2796997054,6265.513082555167,2018-07-05,TV,1,2329,0
187,52.09856436860317,50437.81516154226,6336.22646777407,2018-07-06,Electronics,1,2328,0
188,43.90756631014691,69384.17125007439,6751.757395842699,2018-07-07,Electronics,1,2327,0
189,32.29809422897392,88751.3024756138,2095.7078624819824,2018-07-08,Mobile,1,2326,1
190,22.277291629712032,50791.38862840911,3937.1051242088306,2018-07-09,Electronics,1,2325,1
191,38.302275718994686,77634.387653649,5833.9353008783255,2018-07-10,Electronics,1,2324,0
192,57.84598191485209,41649.36262704489,4775.018040852599,2018-07-11,Mobile,1,2323,0
193,48.21140616195306,59965.80890121966,6344.946842619049,2018-07-12,Electronics,1,2322,0
194,26.31391831932018,82994.54835356343,5636.423977716041,2018-07-13,Electronics,1,2321,1
195,47.59771388776773,35175.156661708264,1389.3552252414997,2018-07-14,Home Appliance,1,2320,0
196,50.77976069593255,86011.86844900997,7460.678441108617,2018-07-15,TV,1,2319,0
197,31.742138456983007,74509.05502683297,3706.805637220528,2018-07-16,Mobile,1,2318,1
198,47.305876589182915,88812.24886042869,3039.974339825058,2018-07-17,Home Appliance,1,2317,0
199,45.87313077669,80597.85335161653,7351.2954080522195,2018-07-18,TV,1,2316,0
200,27.855445532540653,109103.51074934611,6130.477815494287,2018-07-19,TV,1,2315,1
201,50.36681040522425,78130.61256619768,7804.88736070306,2018-07-20,TV,1,2314,0
202,53.41176789552352,64264.86147186867,5254.088636408272,2018-07-21,Home Appliance,1,2313,0
203,61.245768647629156,78057.4375758071,3913.5287170202796,2018-07-22,Home Appliance,1,2312,0
204,60.80703078052355,88582.4507259097,4983.325120871886,2018-07-23,TV,1,2311,0
205,24.334959480643633,76221.50175814261,2777.471628126619,2018-07-24,Electronics,1,2310,1
206,30.93262440127316,76014.79228009706,2312.0370253167152,2018-07-25,Electronics,1,2309,1
207,52.7255290081299,57450.207804831116,3435.021187485781,2018-07-26,Home Appliance,1,2308,0
208,52.706789263683135,58427.477061226295,8825.859495241435,2018-07-27,Home Appliance,1,2307,2
209,52.72571529459072,39934.86820500766,3602.260411091385,2018-07-28,Home Appliance,1,2306,0
210,102.79097235982081,118739.41857967348,1864.711378237937,2018-07-29,TV,1,2305,0
211,53.56335766039751,43903.41911521787,4337.9245636195,2018-07-30,Electronics,1,2304,0
212,62.03348460270898,57677.37005510232,3579.6111502866875,2018-07-31,Home Appliance,1,2303,0
213,59.310026452398034,57039.81836077006,7520.637161138378,2018-08-01,Home Appliance,1,2302,0
214,54.77086876958697,97373.10942361104,8547.271966533432,2018-08-02,Mobile,1,2301,2
215,40.27096133039482,67626.25804269931,3829.2524620604245,2018-08-03,TV,1,2300,0
216,56.38453830739901,106193.55181684335,5251.821118369908,2018-08-04,Mobile,1,2299,0
217,33.40762178193643,58162.73439390329,5449.426708151566,2018-08-05,Electronics,1,2298,0
218,41.44772089889987,81974.85405559505,4562.352617697274,2018-08-06,Mobile,1,2297,0
219,37.71954678256345,54116.32366850607,4186.429374689104,2018-08-07,Mobile,1,2296,0
220,46.22811209079484,128628.7281943347,2941.2949189147275,2018-08-08,Mobile,1,2295,1
221,79.71987850010262,45310.03952426218,1706.6967380615931,2018-08-09,TV,1,2294,0
222,16.99102211112378,82745.51775567568,2932.921720951157,2018-08-10,Electronics,1,2293,1
223,55.2939028556177,90844.42202330247,4488.730723539656,2018-08-11,Mobile,1,2292,0
224,20.809261932155223,85344.97743628746,2183.3357366687287,2018-08-12,TV,1,2291,1
225,37.9210220131585,70367.8085280573,5128.887847690732,2018-08-13,Electronics,1,2290,0
226,61.33425895451049,71754.48250666434,4818.076151740437,2018-08-14,Home Appliance,1,2289,0
227,45.96420028643194,76095.28679947773,3582.5212881578354,2018-08-15,Mobile,1,2288,0
228,28.83382833106041,71324.94995928778,4104.079684347388,2018-08-16,Electronics,1,2287,1
229,34.27044436110047,99096.97791987273,2384.5900194986884,2018-08-17,Mobile,1,2286,1
230,55.19396623402014,130263.07503978378,6698.372549924993,2018-08-18,Home Appliance,1,2285,0
231,34.04450052424295,61062.70537480416,6648.097015435714,2018-08-19,Electronics,1,2284,0
232,48.246878843729625,40754.925510523055,2599.680150783504,2018-08-20,TV,1,2283,0
233,45.68357759855721,72792.94879121863,2637.476547835612,2018-08-21,Electronics,1,2282,0
234,35.22599478591275,139492.73344135797,2951.995805847173,2018-08-22,TV,1,2281,1
235,77.15916133987989,54908.13580075673,5962.242440931061,2018-08-23,Electronics,1,2280,0
236,54.50878533477017,115977.92013610169,5441.767839489622,2018-08-24,TV,1,2279,0
237,14.622861200135894,116942.52035191102,7314.4518412198295,2018-08-25,Home Appliance,1,2278,1
238,47.796814721541416,61160.293957300135,7676.680574885737,2018-08-26,Home Appliance,1,2277,0
239,35.07320302847418,89224.57697963188,2078.9875688787565,2018-08-27,Home Appliance,1,2276,1
240,57.78650002194336,115709.91557821346,5868.068234071619,2018-08-28,Electronics,1,2275,0
241,33.11218892350949,65521.80647531283,7541.306887716333,2018-08-29,Home Appliance,1,2274,2
242,43.278953377996515,69910.49099744095,3981.5406423113445,2018-08-30,Mobile,1,2273,0
243,52.57480918470686,60457.97715128391,4615.972883047124,2018-08-31,Home Appliance,1,2272,0
244,57.98632791255182,49631.08173267833,4300.060685282012,2018-09-01,TV,1,2271,0
245,26.995553894163358,58768.061373349825,4388.376118880167,2018-09-02,TV,1,2270,1
246,39.98248146238578,44401.49333094359,6688.247605328791,2018-09-03,TV,1,2269,0
247,37.87582033258566,75852.08670648065,9558.367791843808,2018-09-04,Electronics,1,2268,2
248,35.200061511394324,55750.66922353396,8332.287406413963,2018-09-05,Mobile,1,2267,2
249,71.48181360421646,80844.6477947687,3662.2632698079146,2018-09-06,Home Appliance,1,2266,0
250,51.07472566441433,36102.608844909315,5259.31956977084,2018-09-07,Mobile,1,2265,0
251,26.086740684974323,83272.00580536143,3170.0476757600113,2018-09-08,Mobile,1,2264,1
252,58.767929205821645,95838.22404022311,3328.2309948624743,2018-09-09,TV,1,2263,0
253,76.8323429551895,25156.608935713615,4523.044083625829,2018-09-10,TV,1,2262,0
254,60.486978908267204,84351.4142461893,3284.932277810529,2018-09-11,TV,1,2261,0
255,22.2094505106898,105691.7248118323,3522.416290646596,2018-09-12,Electronics,1,2260,1
256,37.73648890700623,44758.97453271986,5203.179585037651,2018-09-13,Mobile,1,2259,0
257,64.00366723779933,116814.30967094257,5831.47733565005,2018-09-14,Mobile,1,2258,0
258,34.38495801571829,85475.47523415113,5762.3730297764905,2018-09-15,Electronics,1,2257,1
259,51.657291422193424,57374.70360603978,5787.887678090921,2018-09-16,Electronics,1,2256,0
260,56.61951080144005,73605.77305855734,2471.108815005699,2018-09-17,Electronics,1,2255,0
261,31.096042926328757,88958.17281304306,3204.3579078702032,2018-09-18,Mobile,1,2254,1
262,44.107119659073,76900.13478531029,4749.10245401196,2018-09-19,Mobile,1,2253,0
263,-3.619010101036089,88468.89981115924,7389.503793261493,2018-09-20,TV,1,2252,1
264,29.634185379985652,51983.16017301584,11862.31298232009,2018-09-21,TV,1,2251,2
265,41.2114777291026,79234.02060090195,5354.2392381691,2018-09-22,Mobile,1,2250,0
266,26.283252270527257,39657.13757737549,6405.411668455598,2018-09-23,TV,1,2249,1
267,69.48616955897452,72219.34846628249,2331.112550352567,2018-09-24,Electronics,1,2248,0
268,23.54787933059051,52402.30896338026,6329.29138009158,2018-09-25,Home Appliance,1,2247,1
269,38.39933269954524,56611.751435255836,10429.988672077763,2018-09-26,TV,1,2246,2
270,46.96110865929137,105902.32938026093,3198.6942667989165,2018-09-27,Mobile,1,2245,0
271,66.61909933599173,102282.75301485672,3577.3129990167495,2018-09-28,TV,1,2244,0
272,23.46206773230841,90228.45302267943,6780.775240010534,2018-09-29,TV,1,2243,1
273,62.447456282324396,47692.18088318553,4721.72706129418,2018-09-30,TV,1,2242,0
274,45.1534959152938,67089.78875762995,1626.793228057267,2018-10-01,Home Appliance,1,2241,0
275,30.27737023428074,105327.44249947958,3680.400442655212,2018-10-02,Electronics,1,2240,1
276,51.93155211394906,78542.92284099762,8531.54184213072,2018-10-03,Mobile,1,2239,2
277,47.98589543360205,132983.23849954235,4089.6057703077313,2018-10-04,Home Appliance,1,2238,1
278,35.99674684261808,84832.9459848593,4088.0288173051254,2018-10-05,Mobile,1,2237,1
279,46.04703127485028,79801.22791225079,6590.759356065267,2018-10-06,Mobile,1,2236,0
280,39.220296047073596,67272.08839493747,5440.480547307468,2018-10-07,Mobile,1,2235,0
281,46.70276017876872,78338.52261955706,3986.923683147218,2018-10-08,Home Appliance,1,2234,0
282,54.9319601178157,71188.2540904864,3465.0942524516768,2018-10-09,Electronics,1,2233,0
283,68.79025224218029,92702.71691721477,14376.234342643926,2018-10-10,Mobile,1,2232,2
284,26.432767517597263,98917.5579198646,7904.95116285681,2018-10-11,Electronics,1,2231,1
285,76.995500619844,55350.26348730126,5786.932912337348,2018-10-12,Electronics,1,2230,0
286,15.718683007162472,41719.17616105555,5951.536791232739,2018-10-13,TV,1,2229,1
287,42.72322357446625,29094.86567241759,4400.8668952173775,2018-10-14,Home Appliance,1,2228,0
288,53.82475809726865,87699.7831728136,5411.406718450773,2018-10-15,Home Appliance,1,2227,0
289,49.21487801602549,47415.83484565316,4187.637294344084,2018-10-16,TV,1,2226,0
290,35.659507202691096,21177.735176187925,3058.468116855583,2018-10-17,TV,1,2225,0
291,41.87816624464087,84714.4651132741,5506.38287754954,2018-10-18,Electronics,1,2224,0
292,37.604985980117505,137324.98793581978,4021.603681576514,2018-10-19,Mobile,1,2223,1
293,36.15952864583683,74848.22721150267,5634.2720301371955,2018-10-20,Home Appliance,1,2222,1
294,57.744031455315366,95962.26936129105,6104.2012424903405,2018-10-21,Mobile,1,2221,0
295,50.35523228947571,77045.73396368913,5766.426286694619,2018-10-22,Mobile,1,2220,0
296,34.60635607109019,72527.75867022143,2937.8851777697787,2018-10-23,TV,1,2219,1
297,58.493998131498756,97976.9120746942,3821.869837017124,2018-10-24,Mobile,1,2218,0
298,49.60949281314914,67743.13639528371,4057.785062782278,2018-10-25,Electronics,1,2217,0
299,57.1929317825844,81684.80785179758,7108.008599904622,2018-10-26,TV,1,2216,0
300,54.44443262885419,83042.44515490034,6945.224511577633,2018-10-27,Mobile,1,2215,0
301,32.56507483616892,58297.73865892378,3295.5080775900346,2018-10-28,TV,1,2214,1
302,36.597284397045456,99801.05873841306,2441.756065902436,2018-10-29,Electronics,1,2213,1
303,56.20940407684893,70626.00608261478,12116.971207348144,2018-10-30,Electronics,1,2212,2
304,54.155553981501974,56106.37101267888,5665.842999547103,2018-10-31,Mobile,1,2211,0
305,44.68647609053778,88412.7460892601,2278.4578795271977,2018-11-01,TV,1,2210,0
306,46.75991074963173,52538.30045522407,3549.8500341301415,2018-11-02,Mobile,1,2209,0
307,64.16497343682637,75704.5289342282,7239.116383010587,2018-11-03,Mobile,1,2208,0
