customer_id,age,annual_income,total_purchases,first_purchase_date,product_category
85,32.87259595660218,84548.38630578884,2439.4285158563675,2018-03-26,Mobile
86,37.47364434623195,85751.04117977674,3457.793069936071,2018-03-27,TV
87,58.731031765531114,100757.08635079605,8018.9646275992545,2018-03-28,TV
88,49.93126664489527,80969.72897566285,5978.06397250298,2018-03-29,Mobile
89,37.05359694349442,68523.94635448242,5827.810608458595,2018-03-30,Home Appliance
90,52.699011496700344,70091.25377287554,7588.394132667687,2018-03-31,Mobile
91,46.456163240220604,73209.9685146484,3125.0371164718276,2018-04-01,Home Appliance
92,59.52967485799334,74069.44408725396,2443.056679020935,2018-04-02,Mobile
93,34.469203591839715,93190.73859092449,7140.997734569203,2018-04-03,Mobile
94,40.085067801033475,76298.64714518249,4504.509044373251,2018-04-04,Mobile
95,39.118377703017636,93316.00193038948,3085.0531473377027,2018-04-05,TV
96,23.04727577801822,72982.08549728544,10792.393960401607,2018-04-06,Electronics
97,49.44180415596864,76965.87975790226,1984.0078258064245,2018-04-07,Mobile
98,48.91582908269834,25044.98288669731,5077.236388448708,2018-04-08,TV
99,45.07670184963691,97908.19186756204,4268.056040009388,2018-04-09,Electronics
100,41.481192999372794,83662.21189744982,3936.302376525885,2018-04-10,Electronics
101,23.769438869243785,99950.2527464913,1333.7496408937025,2018-04-11,Mobile
102,38.69032015851961,2593.615545157765,8824.888208021159,2018-04-12,Home Appliance
103,39.85928225209846,127209.36761951819,2216.950202007223,2018-04-13,Home Appliance
104,32.96584096167572,71510.25929612065,4114.007890010974,2018-04-14,Home Appliance
105,42.580714325009865,102704.57041843791,3799.4537029002727,2018-04-15,Mobile
106,51.060762852218076,49002.351821861725,6057.047372674037,2018-04-16,Home Appliance
107,73.29278851815795,90319.34762656424,1995.6788174817707,2018-04-17,TV
108,47.61866719247759,48664.6109206586,5737.967492692664,2018-04-18,TV
109,48.86325586084146,59405.77598260487,5088.592021957981,2018-04-19,TV
110,43.883311263507494,122850.78384666966,3377.721577372875,2018-04-20,TV
111,16.21843177051438,70232.93998091633,5648.472546407369,2018-04-21,Electronics
112,44.602291868261744,80435.82182949307,4708.152926282364,2018-04-22,TV
113,45.9034531491154,96751.69326721886,9750.443034844748,2018-04-23,Home Appliance
114,81.94863168727929,87392.04719931511,4266.296145951015,2018-04-24,Mobile
115,42.114585528283165,78760.47262858941,2890.4511234349775,2018-04-25,Home Appliance
116,49.523210135004184,84124.02506165563,5763.377600536286,2018-04-26,TV
117,44.47932345442135,135085.38963095687,4022.5264441476343,2018-04-27,Electronics
118,27.46982943570702,73559.53007416037,4665.136094792145,2018-04-28,TV
119,62.14234221772531,80027.47616787419,2453.131654527726,2018-04-29,Mobile
120,56.27899549030161,101266.35990019029,6098.16947147504,2018-04-30,Home Appliance
121,56.865479205645705,102638.1483239496,3723.1256093521188,2018-05-01,Mobile
122,31.359188178078917,104675.7576390095,5264.915273528004,2018-05-02,Mobile
123,66.04191466404149,90968.25555072962,10830.9097321367,2018-05-03,Mobile
124,23.972234058115788,46424.87718173792,4153.112288428586,2018-05-04,Home Appliance
125,53.80285640700406,115835.7883075274,6465.9785261416455,2018-05-05,TV
126,77.85683438714968,46341.365174532795,4286.023066150828,2018-05-06,Mobile
127,30.141955123039676,82565.88663097583,3399.7275711255807,2018-05-07,Home Appliance
128,36.50553405595842,56143.103749516056,8142.5072326259315,2018-05-08,Electronics
129,46.49477047631462,73396.54133517519,1684.3110615979842,2018-05-09,Home Appliance
130,37.44786518825701,83219.06025758701,7199.0404599113035,2018-05-10,Electronics
131,21.74004853400801,83033.93038625683,1573.4264442598237,2018-05-11,Home Appliance
132,46.02844462209041,85548.01885588212,6872.6666607751295,2018-05-12,TV
133,29.065444294108428,115342.78172646617,4697.567973880317,2018-05-13,Mobile
134,52.10388645952772,86338.3575378495,2894.372302819483,2018-05-14,TV
135,31.208636486492953,68896.08411773379,3841.437722113138,2018-05-15,Home Appliance
136,68.24901607526309,99102.17920720893,6311.837546805813,2018-05-16,Mobile
137,33.251200614956446,104736.762223116,10370.740449830091,2018-05-17,Electronics
138,40.16907725691487,44309.80462157519,2037.514620775013,2018-05-18,Home Appliance
139,57.202758260545046,89935.00174624645,2981.8941539277,2018-05-19,Mobile
140,26.53703525349067,92529.31855777247,2342.408157761713,2018-05-20,Electronics
141,48.41189901906194,67560.9124160002,4269.92613233044,2018-05-21,Electronics
142,64.60714131423643,109392.6703327905,6954.227201038097,2018-05-22,TV
143,20.88775148158159,71248.61032418683,2181.3438160829037,2018-05-23,Home Appliance
144,47.769507877984566,78139.41133678856,4640.600238494453,2018-05-24,Electronics
145,48.89824191372635,70673.20439290327,6856.712344565323,2018-05-25,Mobile
146,56.72734307665966,75389.47618953668,3815.4536526226775,2018-05-26,Electronics
147,26.445739336828773,47593.122827619954,998.7602093494718,2018-05-27,Electronics
148,25.193150803735854,38998.72793514264,5109.772244811946,2018-05-28,TV
149,52.829123484253465,114862.6265806243,7877.670141166052,2018-05-29,TV
150,49.45477009849779,53825.966292041805,2714.246357157447,2018-05-30,Mobile
151,48.75739275518815,50215.19126359232,1782.4737618016939,2018-05-31,TV
152,50.19672314245464,21165.24715990713,5391.812598675423,2018-06-01,Electronics
153,34.79962917632264,59025.95630776245,5458.7472324779055,2018-06-02,Electronics
154,48.48380545741505,41922.755164812545,3691.2801914553147,2018-06-03,TV
155,49.39608709948022,116050.37900340922,3353.8747405509635,2018-06-04,Electronics
156,34.28472872960448,100245.42723356586,4740.833799491012,2018-06-05,Electronics
157,72.98661766717134,57796.241370556905,2689.9464144814588,2018-06-06,Mobile
158,52.10749381367681,131310.89513360773,2692.0728147666878,2018-06-07,TV
159,27.130447541960272,99544.13717478985,6293.506034620472,2018-06-08,Electronics
160,54.84830412950745,66879.21541228444,2598.9039823355743,2018-06-09,TV
161,30.379774946590178,12514.857128160671,1843.1739191957442,2018-06-10,Mobile
162,56.806269056136784,132273.56431476853,3350.657847697556,2018-06-11,TV
163,62.378933685111065,40260.688330910096,3733.612036328368,2018-06-12,Electronics
164,32.68976522472434,33865.031326077704,5737.690373345157,2018-06-13,TV
165,59.45064193866483,100564.260800241,3491.2458962284345,2018-06-14,Electronics
166,51.191713904047475,135993.81015848182,8463.052167125588,2018-06-15,Electronics
167,57.33090239991735,109606.82046276296,4853.4119624912755,2018-06-16,Electronics
168,73.4518947398092,89097.72800130899,3129.324581279453,2018-06-17,Mobile
169,41.31917825995694,89868.85854163214,5630.118230696545,2018-06-18,TV
170,33.693957534637654,96335.3889695077,8396.498604226263,2018-06-19,Mobile
171,31.65728355561715,93973.21474466912,6217.54608632351,2018-06-20,TV
172,32.762845725518424,82029.7855992344,2114.5046052171897,2018-06-21,Mobile
173,43.843474358788434,77605.0275987969,3885.3679879706415,2018-06-22,Home Appliance
174,50.117279622249654,73435.17180251193,5228.296132740809,2018-06-23,Electronics
175,49.150361989950284,56150.885278333095,6103.871731526895,2018-06-24,Electronics
176,57.40774873554036,67983.12307833065,4281.998328629402,2018-06-25,Mobile
177,45.19502837816861,32676.079645115366,4007.6560064875634,2018-06-26,Home Appliance
178,66.80301115735975,72541.50933013126,9718.220378737944,2018-06-27,Electronics
179,41.03014750143066,50285.22232122706,6258.108830427423,2018-06-28,TV
180,85.80253749884429,47410.26706960573,5637.927600190192,2018-06-29,Mobile
181,54.385010216475095,79497.35377883696,3561.5137218904715,2018-06-30,Electronics
182,32.14263665375576,109800.05715861497,2670.6789902751802,2018-07-01,Electronics
183,28.936612529083316,97957.91515005783,5681.940451088998,2018-07-02,Mobile
184,52.23708622864778,35737.48490942058,6559.712064791186,2018-07-03,Mobile
185,41.64805822011223,50259.29658574156,4654.588319812939,2018-07-04,TV
186,55.71000741138138,98519.2796997054,6265.513082555167,2018-07-05,TV
187,52.09856436860317,50437.81516154226,6336.22646777407,2018-07-06,Electronics
188,43.90756631014691,69384.17125007439,6751.757395842699,2018-07-07,Electronics
189,32.29809422897392,88751.3024756138,2095.7078624819824,2018-07-08,Mobile
190,22.277291629712032,50791.38862840911,3937.1051242088306,2018-07-09,Electronics
191,38.302275718994686,77634.387653649,5833.9353008783255,2018-07-10,Electronics
192,57.84598191485209,41649.36262704489,4775.018040852599,2018-07-11,Mobile
193,48.21140616195306,59965.80890121966,6344.946842619049,2018-07-12,Electronics
194,26.31391831932018,82994.54835356343,5636.423977716041,2018-07-13,Electronics
195,47.59771388776773,35175.156661708264,1389.3552252414997,2018-07-14,Home Appliance
196,50.77976069593255,86011.86844900997,7460.678441108617,2018-07-15,TV
197,31.742138456983007,74509.05502683297,3706.805637220528,2018-07-16,Mobile
198,47.305876589182915,88812.24886042869,3039.974339825058,2018-07-17,Home Appliance
199,45.87313077669,80597.85335161653,7351.2954080522195,2018-07-18,TV
200,27.855445532540653,109103.51074934611,6130.477815494287,2018-07-19,TV
201,50.36681040522425,78130.61256619768,7804.88736070306,2018-07-20,TV
202,53.41176789552352,64264.86147186867,5254.088636408272,2018-07-21,Home Appliance
203,61.245768647629156,78057.4375758071,3913.5287170202796,2018-07-22,Home Appliance
204,60.80703078052355,88582.4507259097,4983.325120871886,2018-07-23,TV
205,24.334959480643633,76221.50175814261,2777.471628126619,2018-07-24,Electronics
206,30.93262440127316,76014.79228009706,2312.0370253167152,2018-07-25,Electronics
207,52.7255290081299,57450.207804831116,3435.021187485781,2018-07-26,Home Appliance
208,52.706789263683135,58427.477061226295,8825.859495241435,2018-07-27,Home Appliance
209,52.72571529459072,39934.86820500766,3602.260411091385,2018-07-28,Home Appliance
210,102.79097235982081,118739.41857967348,1864.711378237937,2018-07-29,TV
211,53.56335766039751,43903.41911521787,4337.9245636195,2018-07-30,Electronics
212,62.03348460270898,57677.37005510232,3579.6111502866875,2018-07-31,Home Appliance
213,59.310026452398034,57039.81836077006,7520.637161138378,2018-08-01,Home Appliance
214,54.77086876958697,97373.10942361104,8547.271966533432,2018-08-02,Mobile
215,40.27096133039482,67626.25804269931,3829.2524620604245,2018-08-03,TV
216,56.38453830739901,106193.55181684335,5251.821118369908,2018-08-04,Mobile
217,33.40762178193643,58162.73439390329,5449.426708151566,2018-08-05,Electronics
218,41.44772089889987,81974.85405559505,4562.352617697274,2018-08-06,Mobile
219,37.71954678256345,54116.32366850607,4186.429374689104,2018-08-07,Mobile
220,46.22811209079484,128628.7281943347,2941.2949189147275,2018-08-08,Mobile
221,79.71987850010262,45310.03952426218,1706.6967380615931,2018-08-09,TV
222,16.99102211112378,82745.51775567568,2932.921720951157,2018-08-10,Electronics
223,55.2939028556177,90844.42202330247,4488.730723539656,2018-08-11,Mobile
224,20.809261932155223,85344.97743628746,2183.3357366687287,2018-08-12,TV
225,37.9210220131585,70367.8085280573,5128.887847690732,2018-08-13,Electronics
226,61.33425895451049,71754.48250666434,4818.076151740437,2018-08-14,Home Appliance
227,45.96420028643194,76095.28679947773,3582.5212881578354,2018-08-15,Mobile
228,28.83382833106041,71324.94995928778,4104.079684347388,2018-08-16,Electronics
229,34.27044436110047,99096.97791987273,2384.5900194986884,2018-08-17,Mobile
230,55.19396623402014,130263.07503978378,6698.372549924993,2018-08-18,Home Appliance
231,34.04450052424295,61062.70537480416,6648.097015435714,2018-08-19,Electronics
232,48.246878843729625,40754.925510523055,2599.680150783504,2018-08-20,TV
233,45.68357759855721,72792.94879121863,2637.476547835612,2018-08-21,Electronics
234,35.22599478591275,139492.73344135797,2951.995805847173,2018-08-22,TV
235,77.15916133987989,54908.13580075673,5962.242440931061,2018-08-23,Electronics
236,54.50878533477017,115977.92013610169,5441.767839489622,2018-08-24,TV
237,14.622861200135894,116942.52035191102,7314.4518412198295,2018-08-25,Home Appliance
238,47.796814721541416,61160.293957300135,7676.680574885737,2018-08-26,Home Appliance
239,35.07320302847418,89224.57697963188,2078.9875688787565,2018-08-27,Home Appliance
240,57.78650002194336,115709.91557821346,5868.068234071619,2018-08-28,Electronics
241,33.11218892350949,65521.80647531283,7541.306887716333,2018-08-29,Home Appliance
242,43.278953377996515,69910.49099744095,3981.5406423113445,2018-08-30,Mobile
243,52.57480918470686,60457.97715128391,4615.972883047124,2018-08-31,Home Appliance
244,57.98632791255182,49631.08173267833,4300.060685282012,2018-09-01,TV
245,26.995553894163358,58768.061373349825,4388.376118880167,2018-09-02,TV
246,39.98248146238578,44401.49333094359,6688.247605328791,2018-09-03,TV
247,37.87582033258566,75852.08670648065,9558.367791843808,2018-09-04,Electronics
248,35.200061511394324,55750.66922353396,8332.287406413963,2018-09-05,Mobile
249,71.48181360421646,80844.6477947687,3662.2632698079146,2018-09-06,Home Appliance
250,51.07472566441433,36102.608844909315,5259.31956977084,2018-09-07,Mobile
251,26.086740684974323,83272.00580536143,3170.0476757600113,2018-09-08,Mobile
252,58.767929205821645,95838.22404022311,3328.2309948624743,2018-09-09,TV
253,76.8323429551895,25156.608935713615,4523.044083625829,2018-09-10,TV
254,60.486978908267204,84351.4142461893,3284.932277810529,2018-09-11,TV
255,22.2094505106898,105691.7248118323,3522.416290646596,2018-09-12,Electronics
256,37.73648890700623,44758.97453271986,5203.179585037651,2018-09-13,Mobile
257,64.00366723779933,116814.30967094257,5831.47733565005,2018-09-14,Mobile
258,34.38495801571829,85475.47523415113,5762.3730297764905,2018-09-15,Electronics
259,51.657291422193424,57374.70360603978,5787.887678090921,2018-09-16,Electronics
260,56.61951080144005,73605.77305855734,2471.108815005699,2018-09-17,Electronics
261,31.096042926328757,88958.17281304306,3204.3579078702032,2018-09-18,Mobile
262,44.107119659073,76900.13478531029,4749.10245401196,2018-09-19,Mobile
263,-3.619010101036089,88468.89981115924,7389.503793261493,2018-09-20,TV
264,29.634185379985652,51983.16017301584,11862.31298232009,2018-09-21,TV
265,41.2114777291026,79234.02060090195,5354.2392381691,2018-09-22,Mobile
266,26.283252270527257,39657.13757737549,6405.411668455598,2018-09-23,TV
267,69.48616955897452,72219.34846628249,2331.112550352567,2018-09-24,Electronics
268,23.54787933059051,52402.30896338026,6329.29138009158,2018-09-25,Home Appliance
269,38.39933269954524,56611.751435255836,10429.988672077763,2018-09-26,TV
270,46.96110865929137,105902.32938026093,3198.6942667989165,2018-09-27,Mobile
271,66.61909933599173,102282.75301485672,3577.3129990167495,2018-09-28,TV
272,23.46206773230841,90228.45302267943,6780.775240010534,2018-09-29,TV
273,62.447456282324396,47692.18088318553,4721.72706129418,2018-09-30,TV
274,45.1534959152938,67089.78875762995,1626.793228057267,2018-10-01,Home Appliance
275,30.27737023428074,105327.44249947958,3680.400442655212,2018-10-02,Electronics
276,51.93155211394906,78542.92284099762,8531.54184213072,2018-10-03,Mobile
277,47.98589543360205,132983.23849954235,4089.6057703077313,2018-10-04,Home Appliance
278,35.99674684261808,84832.9459848593,4088.0288173051254,2018-10-05,Mobile
279,46.04703127485028,79801.22791225079,6590.759356065267,2018-10-06,Mobile
280,39.220296047073596,67272.08839493747,5440.480547307468,2018-10-07,Mobile
281,46.70276017876872,78338.52261955706,3986.923683147218,2018-10-08,Home Appliance
282,54.9319601178157,71188.2540904864,3465.0942524516768,2018-10-09,Electronics
283,68.79025224218029,92702.71691721477,14376.234342643926,2018-10-10,Mobile
284,26.432767517597263,98917.5579198646,7904.95116285681,2018-10-11,Electronics
285,76.995500619844,55350.26348730126,5786.932912337348,2018-10-12,Electronics
286,15.718683007162472,41719.17616105555,5951.536791232739,2018-10-13,TV
287,42.72322357446625,29094.86567241759,4400.8668952173775,2018-10-14,Home Appliance
288,53.82475809726865,87699.7831728136,5411.406718450773,2018-10-15,Home Appliance
289,49.21487801602549,47415.83484565316,4187.637294344084,2018-10-16,TV
290,35.659507202691096,21177.735176187925,3058.468116855583,2018-10-17,TV
291,41.87816624464087,84714.4651132741,5506.38287754954,2018-10-18,Electronics
292,37.604985980117505,137324.98793581978,4021.603681576514,2018-10-19,Mobile
293,36.15952864583683,74848.22721150267,5634.2720301371955,2018-10-20,Home Appliance
294,57.744031455315366,95962.26936129105,6104.2012424903405,2018-10-21,Mobile
295,50.35523228947571,77045.73396368913,5766.426286694619,2018-10-22,Mobile
296,34.60635607109019,72527.75867022143,2937.8851777697787,2018-10-23,TV
297,58.493998131498756,97976.9120746942,3821.869837017124,2018-10-24,Mobile
298,49.60949281314914,67743.13639528371,4057.785062782278,2018-10-25,Electronics
299,57.1929317825844,81684.80785179758,7108.008599904622,2018-10-26,TV
300,54.44443262885419,83042.44515490034,6945.224511577633,2018-10-27,Mobile
301,32.56507483616892,58297.73865892378,3295.5080775900346,2018-10-28,TV
302,36.597284397045456,99801.05873841306,2441.756065902436,2018-10-29,Electronics
303,56.20940407684893,70626.00608261478,12116.971207348144,2018-10-30,Electronics
304,54.155553981501974,56106.37101267888,5665.842999547103,2018-10-31,Mobile
305,44.68647609053778,88412.7460892601,2278.4578795271977,2018-11-01,TV
306,46.75991074963173,52538.30045522407,3549.8500341301415,2018-11-02,Mobile
307,64.16497343682637,75704.5289342282,7239.116383010587,2018-11-03,Mobile
308,36.12642916746255,74772.02508389491,10788.254165733833,2018-11-04,TV
309,53.20646071755057,102147.38914578945,9987.537405296822,2018-11-05,Mobile
310,41.96711021349159,86867.45582199882,5559.943219062403,2018-11-06,Electronics
311,41.73478195159169,74374.3260313714,4673.962393001653,2018-11-07,TV
312,61.48165277980785,95444.15748000718,2801.193221507547,2018-11-08,TV
313,57.38124523482045,109755.18872543283,4854.230307778262,2018-11-09,TV
314,57.20264454000958,88945.25765879656,2987.4068710968068,2018-11-10,TV
315,64.58218210731494,75258.81549608451,3839.41823238192,2018-11-11,Mobile
316,45.31505762449139,42204.09419124601,6777.62538494864,2018-11-12,Mobile
317,55.22929456942446,48372.15842311569,4177.955817878779,2018-11-13,Electronics
318,40.34599865109816,67369.38239113332,4048.76506658641,2018-11-14,Home Appliance
319,49.86249528732663,59762.194946017924,4559.050296699816,2018-11-15,Home Appliance
320,43.047854184484734,70325.71742536385,12926.370587416874,2018-11-16,Electronics
321,46.45493947489077,76416.24812242769,2653.127576824542,2018-11-17,Home Appliance
322,53.9273553815537,88242.31885891827,5299.541788315231,2018-11-18,Electronics
323,32.726689751497915,73237.53054852271,9589.88653395398,2018-11-19,Mobile
324,76.3858091352819,87162.54109565505,4552.850972006278,2018-11-20,TV
325,29.90973927750447,76611.86037025301,7840.324218194525,2018-11-21,TV
326,26.78717080818402,25613.335841153217,2357.5396228524287,2018-11-22,Mobile
327,62.37166310250102,51516.615154531144,4241.7687044570275,2018-11-23,TV
328,56.87494040944404,71397.81110695962,3142.960324321542,2018-11-24,TV
329,54.36179725578233,44757.63142897231,4530.778630181224,2018-11-25,Home Appliance
330,54.4251826389642,89998.21824990511,4574.7675242208725,2018-11-26,Mobile
331,44.81629840729628,113268.77080859244,4793.135661314825,2018-11-27,Home Appliance
332,31.541184427712526,105469.04629243292,6749.902694168506,2018-11-28,Home Appliance
333,46.137068372905894,69663.9282267448,1301.1868559700188,2018-11-29,TV
334,34.842574327318324,112268.1534212488,3474.910582183899,2018-11-30,TV
335,59.62679600126627,78716.6864300528,5138.133581758812,2018-12-01,Mobile
336,42.79413927746792,66572.85072204901,1673.370039578108,2018-12-02,TV
337,32.61754204811233,59664.93341147651,6137.490875870154,2018-12-03,TV
338,40.1792123752051,67438.25783779679,3443.689588356458,2018-12-04,Mobile
339,51.193971814134365,65295.57953646928,4279.2884829653485,2018-12-05,TV
340,36.54413170794038,79260.40555938719,6885.170465834862,2018-12-06,Home Appliance
341,32.666694066503524,79014.34952624662,7998.005444224351,2018-12-07,Mobile
342,48.65530817237868,75076.15050383536,6220.350210719005,2018-12-08,TV
343,48.674498566630845,85923.45424365875,2615.1812048899187,2018-12-09,Electronics
344,37.39585236943305,104766.15686965853,6083.409632118397,2018-12-10,Mobile
345,37.93442541572516,98738.8533860331,6264.458443152681,2018-12-11,Mobile
346,48.480749060364545,37877.550788752415,5725.846416132309,2018-12-12,Electronics
347,23.27873487754014,11151.97162745113,8570.97548178721,2018-12-13,TV
348,23.888043384351672,98357.99778098184,4850.105279938112,2018-12-14,TV
349,34.22333668121346,40828.032539614476,8424.846004816198,2018-12-15,Mobile
350,41.798292724322295,69380.86495268291,8402.16064495868,2018-12-16,Mobile
351,49.66361348397007,45747.17434851601,6342.494359908025,2018-12-17,TV
352,67.13034325424329,29950.48906049951,5337.1093246728005,2018-12-18,TV
353,57.86489434803029,88536.56820511969,5740.477279602539,2018-12-19,Home Appliance
354,42.60092205054859,93978.87900756617,9386.505487792307,2018-12-20,Mobile
355,44.71475688145967,60587.23998183201,7385.293488791991,2018-12-21,Mobile
356,29.962059530432867,10223.94269637725,2772.6559793787355,2018-12-22,Electronics
357,44.72230296011415,61343.88879368793,5580.149618710058,2018-12-23,Home Appliance
358,40.670120416197925,84795.10013506367,3064.62114757357,2018-12-24,TV
359,49.84077840507134,38027.21078064678,3394.979704714534,2018-12-25,Home Appliance
360,32.59153584671515,79583.9979944789,3911.164426805866,2018-12-26,TV
361,52.79019771361759,74617.25377067512,2241.2255887435927,2018-12-27,TV
362,67.99108369503867,89482.28749002721,2967.538452522431,2018-12-28,Home Appliance
363,43.36859777314714,77989.50921035383,8778.227182407374,2018-12-29,Mobile
364,51.02567583148412,50673.27647796112,3384.94966936079,2018-12-30,TV
365,55.352159875666686,104914.28754161228,6766.754714639466,2018-12-31,Home Appliance
